ledger_row_id,txn_id,account_id,amount,currency,booked_at,reconciled
LR0002416,T0002416,A00037,658.19,USD,2026-05-17,True
LR0002417,T0002417,A00020,275.55,USD,2026-05-15,True
LR0002418,T0002418,A00043,41.07,USD,2026-05-30,True
LR0002419,T0002419,A00252,157.69,USD,2026-04-07,True
LR0002420,T0002420,A00264,430.05,USD,2026-06-21,True
LR0002421,T0002421,A00048,202.71,USD,2026-05-12,True
LR0002422,T0002422,A00149,3647.74,USD,2026-05-27,True
LR0002423,T0002423,A00337,751.8,USD,2026-05-03,True
LR0002424,T0002424,A00076,711.96,USD,2026-04-14,True
LR0002425,T0002425,A00058,338.86,USD,2026-04-21,True
LR0002426,T0002426,A00015,142.73,USD,2026-05-26,True
LR0002427,T0002427,A00097,2845.02,USD,2026-06-27,True
LR0002428,T0002428,A00379,157.86,USD,2026-05-12,True
LR0002429,T0002429,A00316,294.05,USD,2026-06-06,True
LR0002430,T0002430,A00057,236.9,USD,2026-04-11,True
LR0002431,T0002431,A00371,38.51,USD,2026-04-29,True
LR0002432,T0002432,A00217,496.52,USD,2026-05-05,True
LR0002433,T0002433,A00374,1046.64,USD,2026-06-04,True
LR0002434,T0002434,A00214,119.88,USD,2026-05-09,True
LR0002435,T0002435,A00294,176.89,USD,2026-05-30,True
LR0002436,T0002436,A00164,84.82,USD,2026-04-09,True
LR0002437,T0002437,A00009,3302.66,USD,2026-05-08,True
LR0002438,T0002438,A00250,490.9,USD,2026-06-03,True
LR0002439,T0002439,A00048,1693.35,USD,2026-05-03,True
LR0002440,T0002440,A00138,150.5,USD,2026-04-05,True
LR0002441,T0002441,A00018,584.79,USD,2026-05-26,True
LR0002442,T0002442,A00050,30.05,USD,2026-04-15,True
LR0002443,T0002443,A00083,116.01,USD,2026-04-18,True
LR0002444,T0002444,A00120,4625.07,USD,2026-05-12,True
LR0002445,T0002445,A00384,477.44,USD,2026-06-01,True
LR0002446,T0002446,A00392,170.21,USD,2026-05-27,True
LR0002447,T0002447,A00157,20.52,USD,2026-04-29,True
LR0002448,T0002448,A00275,348.21,USD,2026-06-21,True
LR0002449,T0002449,A00383,149.91,USD,2026-04-11,True
LR0002450,T0002450,A00126,885.59,USD,2026-05-27,True
LR0002451,T0002451,A00042,35.34,USD,2026-05-10,True
LR0002452,T0002452,A00064,939.73,USD,2026-05-28,True
LR0002453,T0002453,A00223,143.28,USD,2026-04-06,True
LR0002454,T0002454,A00259,63.32,USD,2026-06-08,False
LR0002455,T0002455,A00010,350.14,USD,2026-05-20,True
LR0002456,T0002456,A00145,3442.42,USD,2026-05-19,True
LR0002457,T0002457,A00077,743.29,USD,2026-04-27,True
LR0002458,T0002458,A00096,416.98,USD,2026-04-05,True
LR0002459,T0002459,A00231,127.38,USD,2026-04-07,True
LR0002460,T0002460,A00176,1966.22,USD,2026-05-29,True
LR0002461,T0002461,A00355,439.92,USD,2026-05-25,True
LR0002462,T0002462,A00109,17.04,USD,2026-06-03,True
LR0002463,T0002463,A00230,785.12,USD,2026-04-04,True
LR0002464,T0002464,A00124,378.02,USD,2026-06-06,True
LR0002465,T0002465,A00117,227.64,USD,2026-05-22,True
LR0002466,T0002466,A00105,1532.9,USD,2026-06-29,True
LR0002467,T0002467,A00305,95.78,USD,2026-06-22,True
LR0002468,T0002468,A00251,128.54,USD,2026-06-18,True
LR0002469,T0002469,A00357,209.5,USD,2026-05-13,True
LR0002470,T0002470,A00337,478.01,USD,2026-06-11,True
LR0002471,T0002471,A00215,114.14,USD,2026-05-12,True
LR0002472,T0002472,A00225,66.49,USD,2026-04-15,True
LR0002473,T0002473,A00349,201.35,USD,2026-05-23,True
LR0002474,T0002474,A00337,132.02,USD,2026-04-23,True
LR0002475,T0002475,A00184,2685.15,USD,2026-05-10,True
LR0002476,T0002476,A00260,14.96,USD,2026-04-27,True
LR0002477,T0002477,A00170,914.19,USD,2026-05-10,True
LR0002478,T0002478,A00234,15.12,USD,2026-06-16,True
LR0002479,T0002479,A00309,236.16,USD,2026-06-14,True
LR0002480,T0002480,A00386,57.91,USD,2026-04-04,True
LR0002481,T0002481,A00073,29.99,USD,2026-06-25,True
LR0002482,T0002482,A00313,1673.33,USD,2026-04-06,True
LR0002483,T0002483,A00023,728.01,USD,2026-05-31,True
LR0002484,T0002484,A00076,286.22,USD,2026-05-03,True
LR0002485,T0002485,A00365,314.93,USD,2026-04-19,True
LR0002486,T0002486,A00237,89.96,USD,2026-04-07,True
LR0002487,T0002487,A00335,137.59,USD,2026-06-14,True
LR0002488,T0002488,A00049,99.88,USD,2026-04-22,True
LR0002489,T0002489,A00224,125.69,USD,2026-06-02,True
LR0002490,T0002490,A00001,194.87,USD,2026-06-20,True
LR0002491,T0002491,A00255,1689.73,USD,2026-05-24,True
LR0002492,T0002492,A00169,601.72,USD,2026-05-11,True
LR0002493,T0002493,A00042,405.29,USD,2026-04-08,True
LR0002494,T0002494,A00108,65.34,USD,2026-06-04,True
LR0002495,T0002495,A00041,490.49,USD,2026-04-13,True
LR0002496,T0002496,A00369,8.03,USD,2026-06-03,True
LR0002497,T0002497,A00175,99.4,USD,2026-05-18,True
LR0002498,T0002498,A00354,46.61,USD,2026-04-27,True
LR0002499,T0002499,A00045,155.72,USD,2026-06-01,True
LR0002500,T0002500,A00264,175.29,USD,2026-05-06,True
LR0002501,T0002501,A00262,142.69,USD,2026-05-18,True
LR0002502,T0002502,A00012,255.31,USD,2026-05-12,True
LR0002503,T0002503,A00311,323.05,USD,2026-06-11,True
LR0002504,T0002504,A00044,1707.41,USD,2026-04-03,True
LR0002505,T0002505,A00359,84.26,USD,2026-04-09,True
LR0002506,T0002506,A00103,81.52,USD,2026-06-08,True
LR0002507,T0002507,A00260,225.02,USD,2026-04-18,True
LR0002508,T0002508,A00260,400.3,USD,2026-04-14,True
LR0002509,T0002509,A00372,276.0,USD,2026-05-22,True
LR0002510,T0002510,A00219,3376.96,USD,2026-04-30,True
LR0002511,T0002511,A00313,856.43,USD,2026-05-09,True
LR0002512,T0002512,A00034,1790.37,USD,2026-06-29,True
LR0002513,T0002513,A00391,492.97,USD,2026-06-09,True
LR0002514,T0002514,A00290,294.31,USD,2026-05-20,True
LR0002515,T0002515,A00282,7.55,USD,2026-06-04,True
LR0002516,T0002516,A00018,279.12,USD,2026-06-18,True
LR0002517,T0002517,A00093,164.64,USD,2026-06-20,True
LR0002518,T0002518,A00288,170.78,USD,2026-06-21,True
LR0002519,T0002519,A00354,1032.9,USD,2026-04-29,True
LR0002520,T0002520,A00379,40.31,USD,2026-04-30,True
LR0002521,T0002521,A00385,1183.23,USD,2026-05-07,True
LR0002522,T0002522,A00150,622.14,USD,2026-04-13,True
LR0002523,T0002523,A00039,350.34,USD,2026-04-05,True
LR0002524,T0002524,A00332,798.02,USD,2026-05-01,True
LR0002525,T0002525,A00209,20.65,USD,2026-05-13,True
LR0002526,T0002526,A00394,432.27,USD,2026-06-01,True
LR0002527,T0002527,A00022,31.55,USD,2026-04-15,True
LR0002528,T0002528,A00040,413.29,USD,2026-06-27,True
LR0002529,T0002529,A00397,46.62,USD,2026-05-29,True
LR0002530,T0002530,A00038,81.79,USD,2026-05-20,True
LR0002531,T0002531,A00318,132.03,USD,2026-05-29,True
LR0002532,T0002532,A00200,167.22,USD,2026-06-14,True
LR0002533,T0002533,A00054,324.23,USD,2026-04-06,True
LR0002534,T0002534,A00389,667.97,USD,2026-04-18,True
LR0002535,T0002535,A00214,7131.24,USD,2026-04-17,True
LR0002536,T0002536,A00265,95.71,USD,2026-05-31,True
LR0002537,T0002537,A00042,294.18,USD,2026-05-02,True
LR0002538,T0002538,A00090,216.66,USD,2026-04-11,True
LR0002539,T0002539,A00368,55.1,USD,2026-04-30,True
LR0002540,T0002540,A00128,15.58,USD,2026-06-20,True
LR0002541,T0002541,A00152,64.23,USD,2026-06-06,True
LR0002542,T0002542,A00018,111.11,USD,2026-06-26,False
LR0002543,T0002543,A00305,142.36,USD,2026-06-17,True
LR0002544,T0002544,A00076,32.8,USD,2026-07-01,True
LR0002545,T0002545,A00236,158.54,USD,2026-06-05,True
LR0002546,T0002546,A00314,189.25,USD,2026-04-04,True
LR0002547,T0002547,A00251,68.65,USD,2026-06-24,True
LR0002548,T0002548,A00395,698.03,USD,2026-05-20,True
LR0002549,T0002549,A00277,22.11,USD,2026-04-30,True
LR0002550,T0002550,A00370,358.02,USD,2026-04-27,True
LR0002551,T0002551,A00183,176.02,USD,2026-05-06,True
LR0002552,T0002552,A00113,273.71,USD,2026-06-22,True
LR0002553,T0002553,A00400,434.44,USD,2026-06-11,True
LR0002554,T0002554,A00371,366.38,USD,2026-06-22,True
LR0002555,T0002555,A00103,15.68,USD,2026-05-17,True
LR0002556,T0002556,A00084,169.8,USD,2026-06-07,True
LR0002557,T0002557,A00346,466.96,USD,2026-06-28,True
LR0002558,T0002558,A00090,489.48,USD,2026-06-22,True
LR0002559,T0002559,A00090,79.59,USD,2026-07-01,True
LR0002560,T0002560,A00052,53.49,USD,2026-06-28,True
LR0002561,T0002561,A00254,540.65,USD,2026-06-14,True
LR0002562,T0002562,A00284,482.13,USD,2026-06-26,True
LR0002563,T0002563,A00013,53.69,USD,2026-07-01,True
LR0002564,T0002564,A00102,40.23,USD,2026-05-24,True
LR0002565,T0002565,A00282,136.94,USD,2026-06-23,True
LR0002566,T0002566,A00191,79.92,USD,2026-05-24,True
LR0002567,T0002567,A00040,281.78,USD,2026-05-27,True
LR0002568,T0002568,A00130,1553.33,USD,2026-05-18,True
LR0002569,T0002569,A00345,40.71,USD,2026-05-04,True
LR0002570,T0002570,A00050,191.42,USD,2026-05-07,True
LR0002571,T0002571,A00132,78.2,USD,2026-06-01,True
LR0002572,T0002572,A00075,661.09,USD,2026-06-07,True
LR0002573,T0002573,A00314,723.75,USD,2026-06-10,True
LR0002574,T0002574,A00064,64.25,USD,2026-05-15,True
LR0002575,T0002575,A00105,1054.67,USD,2026-05-10,True
LR0002576,T0002576,A00090,727.22,USD,2026-04-04,True
LR0002577,T0002577,A00223,178.87,USD,2026-06-01,True
LR0002578,T0002578,A00138,641.24,USD,2026-05-04,True
LR0002579,T0002579,A00072,33.26,USD,2026-04-29,True
LR0002580,T0002580,A00204,3252.73,USD,2026-04-19,True
LR0002581,T0002581,A00219,243.21,USD,2026-05-11,True
LR0002582,T0002582,A00087,1310.08,USD,2026-04-13,True
LR0002583,T0002583,A00232,97.1,USD,2026-04-24,True
LR0002584,T0002584,A00263,24.5,USD,2026-06-12,True
LR0002585,T0002585,A00067,432.0,USD,2026-05-02,True
LR0002586,T0002586,A00104,79.43,USD,2026-06-12,True
LR0002587,T0002587,A00022,92.45,USD,2026-05-07,True
LR0002588,T0002588,A00081,313.03,USD,2026-06-12,True
LR0002589,T0002589,A00027,720.53,USD,2026-06-05,True
LR0002590,T0002590,A00358,368.77,USD,2026-05-26,True
LR0002591,T0002591,A00083,981.08,USD,2026-06-07,True
LR0002592,T0002592,A00095,168.68,USD,2026-04-09,True
LR0002593,T0002593,A00015,1502.22,USD,2026-04-27,True
LR0002594,T0002594,A00122,707.45,USD,2026-04-15,True
LR0002595,T0002595,A00278,48.84,USD,2026-05-08,True
LR0002596,T0002596,A00191,544.01,USD,2026-05-24,True
LR0002597,T0002597,A00363,231.6,USD,2026-06-27,True
LR0002598,T0002598,A00359,73.05,USD,2026-05-20,True
LR0002599,T0002599,A00305,497.44,USD,2026-05-09,True
LR0002600,T0002600,A00333,402.09,USD,2026-04-14,True
LR0002601,T0002601,A00175,563.92,USD,2026-06-23,True
LR0002602,T0002602,A00091,47.55,USD,2026-05-13,True
LR0002603,T0002603,A00160,10.28,USD,2026-06-07,True
LR0002604,T0002604,A00005,136.48,USD,2026-05-29,True
LR0002605,T0002605,A00114,149.13,USD,2026-05-25,True
LR0002606,T0002606,A00155,428.99,USD,2026-06-26,True
LR0002607,T0002607,A00389,5.01,USD,2026-05-09,True
LR0002608,T0002608,A00151,533.65,USD,2026-05-23,True
LR0002609,T0002609,A00049,692.22,USD,2026-05-11,True
LR0002610,T0002610,A00083,756.93,USD,2026-06-14,True
LR0002611,T0002611,A00251,711.72,USD,2026-04-12,True
LR0002612,T0002612,A00223,47.56,USD,2026-06-27,True
LR0002613,T0002613,A00192,64.91,USD,2026-05-23,True
LR0002614,T0002614,A00367,166.55,USD,2026-06-26,True
LR0002615,T0002615,A00338,177.89,USD,2026-04-15,True
LR0002616,T0002616,A00021,58.62,USD,2026-05-10,True
LR0002617,T0002617,A00318,283.71,USD,2026-05-03,True
LR0002618,T0002618,A00305,425.76,USD,2026-05-24,True
LR0002619,T0002619,A00267,361.6,USD,2026-05-04,True
LR0002620,T0002620,A00050,278.02,USD,2026-04-17,True
LR0002621,T0002621,A00056,397.19,USD,2026-06-06,True
LR0002622,T0002622,A00340,163.0,USD,2026-05-06,True
LR0002623,T0002623,A00320,490.63,USD,2026-06-09,True
LR0002624,T0002624,A00306,415.08,USD,2026-06-25,True
LR0002625,T0002625,A00290,78.06,USD,2026-05-20,True
LR0002626,T0002626,A00243,3115.51,USD,2026-05-19,True
LR0002627,T0002627,A00349,1998.06,USD,2026-06-01,True
LR0002628,T0002628,A00348,628.2,USD,2026-05-09,True
LR0002629,T0002629,A00163,1170.62,USD,2026-05-30,True
LR0002630,T0002630,A00286,371.18,USD,2026-04-17,True
LR0002631,T0002631,A00114,148.8,USD,2026-04-22,True
LR0002632,T0002632,A00359,1166.99,USD,2026-04-06,True
LR0002633,T0002633,A00005,364.96,USD,2026-05-21,True
LR0002634,T0002634,A00238,666.42,USD,2026-05-23,True
LR0002635,T0002635,A00049,2137.64,USD,2026-05-14,True
LR0002636,T0002636,A00076,28.4,USD,2026-06-10,True
LR0002637,T0002637,A00138,474.72,USD,2026-05-01,True
LR0002638,T0002638,A00195,70.76,USD,2026-05-18,True
LR0002639,T0002639,A00297,198.67,USD,2026-06-13,True
LR0002640,T0002640,A00104,85.64,USD,2026-06-12,True
LR0002641,T0002641,A00182,1290.44,USD,2026-05-04,True
LR0002642,T0002642,A00371,485.41,USD,2026-06-07,True
LR0002643,T0002643,A00265,274.68,USD,2026-04-29,True
LR0002644,T0002644,A00123,28.91,USD,2026-06-18,True
LR0002645,T0002645,A00052,119.88,USD,2026-04-24,True
LR0002646,T0002646,A00237,130.24,USD,2026-05-05,True
LR0002647,T0002647,A00017,386.86,USD,2026-04-29,True
LR0002648,T0002648,A00166,138.36,USD,2026-04-30,True
LR0002649,T0002649,A00314,161.55,USD,2026-05-15,True
LR0002650,T0002650,A00036,8.32,USD,2026-05-29,True
LR0002651,T0002651,A00257,925.19,USD,2026-05-10,True
LR0002652,T0002652,A00089,48.12,USD,2026-07-01,True
LR0002653,T0002653,A00224,94.72,USD,2026-04-23,True
LR0002654,T0002654,A00064,522.0,USD,2026-05-08,True
LR0002655,T0002655,A00094,853.09,USD,2026-05-08,True
LR0002656,T0002656,A00165,256.35,USD,2026-06-10,True
LR0002657,T0002657,A00126,416.71,USD,2026-04-03,True
LR0002658,T0002658,A00190,949.73,USD,2026-06-21,True
LR0002659,T0002659,A00042,6.42,USD,2026-05-03,True
LR0002660,T0002660,A00109,855.26,USD,2026-05-18,True
LR0002661,T0002661,A00394,12.12,USD,2026-06-04,True
LR0002662,T0002662,A00356,158.46,USD,2026-06-02,True
LR0002663,T0002663,A00258,446.47,USD,2026-05-24,True
LR0002664,T0002664,A00035,63.5,USD,2026-05-28,True
LR0002665,T0002665,A00039,187.29,USD,2026-04-24,True
LR0002666,T0002666,A00173,2.9,USD,2026-04-23,True
LR0002667,T0002667,A00322,39.98,USD,2026-05-10,True
LR0002668,T0002668,A00024,79.97,USD,2026-04-13,True
LR0002669,T0002669,A00036,61.31,USD,2026-05-25,True
LR0002670,T0002670,A00272,198.37,USD,2026-04-17,True
LR0002671,T0002671,A00093,2729.43,USD,2026-05-13,True
LR0002672,T0002672,A00141,807.96,USD,2026-05-10,True
LR0002673,T0002673,A00038,853.38,USD,2026-04-16,True
LR0002674,T0002674,A00339,466.97,USD,2026-06-19,True
LR0002675,T0002675,A00234,33.32,USD,2026-04-08,True
LR0002676,T0002676,A00296,1289.87,USD,2026-05-30,True
LR0002677,T0002677,A00007,416.21,USD,2026-04-22,True
LR0002678,T0002678,A00143,510.52,USD,2026-05-21,True
LR0002679,T0002679,A00389,761.42,USD,2026-05-10,True
LR0002680,T0002680,A00381,501.65,USD,2026-05-13,True
LR0002681,T0002681,A00184,411.29,USD,2026-05-14,True
LR0002682,T0002682,A00232,78.22,USD,2026-06-18,True
LR0002683,T0002683,A00331,58.78,USD,2026-05-27,True
LR0002684,T0002684,A00140,59.39,USD,2026-06-05,True
LR0002685,T0002685,A00259,4.18,USD,2026-06-06,True
LR0002686,T0002686,A00156,120.63,USD,2026-04-17,True
LR0002687,T0002687,A00238,524.34,USD,2026-06-08,True
LR0002688,T0002688,A00278,1182.73,USD,2026-04-04,True
LR0002689,T0002689,A00015,88.94,USD,2026-06-23,True
LR0002690,T0002690,A00178,213.07,USD,2026-06-11,True
LR0002691,T0002691,A00229,121.02,USD,2026-06-16,True
LR0002692,T0002692,A00260,338.47,USD,2026-04-25,True
LR0002693,T0002693,A00187,36.4,USD,2026-06-29,True
LR0002694,T0002694,A00107,117.97,USD,2026-06-07,True
LR0002695,T0002695,A00038,80.77,USD,2026-06-23,True
LR0002696,T0002696,A00086,604.81,USD,2026-06-19,True
LR0002697,T0002697,A00325,22.75,USD,2026-05-28,True
LR0002698,T0002698,A00240,420.55,USD,2026-06-19,True
LR0002699,T0002699,A00350,910.34,USD,2026-05-06,True
LR0002700,T0002700,A00130,32.83,USD,2026-04-17,True
LR0002701,T0002701,A00054,103.99,USD,2026-04-07,True
LR0002702,T0002702,A00338,77.03,USD,2026-05-21,True
LR0002703,T0002703,A00269,2405.34,USD,2026-04-24,True
LR0002704,T0002704,A00343,1759.73,USD,2026-05-06,True
LR0002705,T0002705,A00019,958.37,USD,2026-06-23,True
LR0002706,T0002706,A00133,469.14,USD,2026-04-13,True
LR0002707,T0002707,A00141,918.69,USD,2026-04-25,True
LR0002708,T0002708,A00034,614.68,USD,2026-05-09,True
LR0002709,T0002709,A00351,2510.95,USD,2026-04-27,True
LR0002710,T0002710,A00153,286.66,USD,2026-07-01,True
LR0002711,T0002711,A00378,8.5,USD,2026-05-25,True
LR0002712,T0002712,A00060,135.6,USD,2026-05-07,True
LR0002713,T0002713,A00037,580.04,USD,2026-05-13,True
LR0002714,T0002714,A00366,171.34,USD,2026-06-25,True
LR0002715,T0002715,A00098,1432.16,USD,2026-05-06,True
LR0002716,T0002716,A00305,83.82,USD,2026-05-22,True
LR0002717,T0002717,A00301,953.83,USD,2026-04-04,True
LR0002718,T0002718,A00093,34.85,USD,2026-04-23,True
LR0002719,T0002719,A00205,432.68,USD,2026-06-03,True
LR0002720,T0002720,A00226,86.99,USD,2026-04-17,True
LR0002721,T0002721,A00105,41.59,USD,2026-05-05,True
LR0002722,T0002722,A00122,249.28,USD,2026-05-25,True
LR0002723,T0002723,A00213,49.33,USD,2026-05-10,True
LR0002724,T0002724,A00330,795.33,USD,2026-05-10,True
LR0002725,T0002725,A00357,163.27,USD,2026-06-06,True
LR0002726,T0002726,A00398,308.19,USD,2026-04-22,True
LR0002727,T0002727,A00149,250.72,USD,2026-06-13,True
LR0002728,T0002728,A00256,595.54,USD,2026-06-05,True
LR0002729,T0002729,A00075,102.18,USD,2026-05-18,True
LR0002730,T0002730,A00071,1296.9,USD,2026-05-11,True
LR0002731,T0002731,A00019,4731.04,USD,2026-04-03,True
LR0002732,T0002732,A00071,57.35,USD,2026-06-12,True
LR0002733,T0002733,A00201,2519.49,USD,2026-04-17,True
LR0002734,T0002734,A00226,125.0,USD,2026-06-12,True
LR0002735,T0002735,A00105,133.33,USD,2026-04-06,True
LR0002736,T0002736,A00268,884.45,USD,2026-06-09,True
LR0002737,T0002737,A00259,57.5,USD,2026-04-16,True
LR0002738,T0002738,A00382,625.68,USD,2026-05-20,True
LR0002739,T0002739,A00106,584.84,USD,2026-05-10,True
LR0002740,T0002740,A00119,244.35,USD,2026-06-23,True
LR0002741,T0002741,A00240,231.48,USD,2026-06-27,True
LR0002742,T0002742,A00093,127.73,USD,2026-04-24,True
LR0002743,T0002743,A00127,744.29,USD,2026-06-05,True
LR0002744,T0002744,A00255,157.05,USD,2026-06-03,True
LR0002745,T0002745,A00355,1283.98,USD,2026-05-24,True
LR0002746,T0002746,A00242,1342.17,USD,2026-04-20,True
LR0002747,T0002747,A00345,35.26,USD,2026-05-25,True
LR0002748,T0002748,A00224,42.43,USD,2026-06-21,True
LR0002749,T0002749,A00218,208.4,USD,2026-04-08,True
LR0002750,T0002750,A00282,72.46,USD,2026-05-01,True
LR0002751,T0002751,A00205,103.06,USD,2026-05-29,True
LR0002752,T0002752,A00217,86.15,USD,2026-04-08,True
LR0002753,T0002753,A00063,4011.94,USD,2026-04-29,True
LR0002754,T0002754,A00015,1343.56,USD,2026-04-12,True
LR0002755,T0002755,A00314,83.15,USD,2026-05-10,True
LR0002756,T0002756,A00111,18.16,USD,2026-04-11,True
LR0002757,T0002757,A00390,121.69,USD,2026-05-30,True
LR0002758,T0002758,A00356,44.91,USD,2026-06-10,True
LR0002759,T0002759,A00039,729.1,USD,2026-05-03,True
LR0002760,T0002760,A00272,293.86,USD,2026-05-17,True
LR0002761,T0002761,A00333,120.68,USD,2026-06-02,True
LR0002762,T0002762,A00283,239.84,USD,2026-04-05,True
LR0002763,T0002763,A00292,53.68,USD,2026-04-27,True
LR0002764,T0002764,A00197,194.87,USD,2026-06-22,True
LR0002765,T0002765,A00263,2654.08,USD,2026-06-19,True
LR0002766,T0002766,A00174,103.33,USD,2026-04-16,True
LR0002767,T0002767,A00248,310.58,USD,2026-05-01,False
LR0002768,T0002768,A00323,90.24,USD,2026-05-04,True
LR0002769,T0002769,A00030,88.2,USD,2026-06-28,True
LR0002770,T0002770,A00374,862.31,USD,2026-06-05,True
LR0002771,T0002771,A00379,47.71,USD,2026-05-16,True
LR0002772,T0002772,A00056,209.16,USD,2026-06-10,True
LR0002773,T0002773,A00098,78.99,USD,2026-04-14,True
LR0002774,T0002774,A00054,1849.51,USD,2026-04-05,True
LR0002775,T0002775,A00305,102.48,USD,2026-06-18,True
LR0002776,T0002776,A00020,45.58,USD,2026-06-27,True
LR0002777,T0002777,A00096,215.55,USD,2026-05-30,True
LR0002778,T0002778,A00082,216.65,USD,2026-05-08,True
LR0002779,T0002779,A00264,1251.74,USD,2026-06-06,True
LR0002780,T0002780,A00327,125.43,USD,2026-06-02,True
LR0002781,T0002781,A00079,488.46,USD,2026-04-15,True
LR0002782,T0002782,A00224,66.53,USD,2026-04-27,True
LR0002783,T0002783,A00335,1237.26,USD,2026-06-22,True
LR0002784,T0002784,A00170,929.57,USD,2026-04-15,True
LR0002785,T0002785,A00051,587.46,USD,2026-05-22,True
LR0002786,T0002786,A00200,868.22,USD,2026-04-19,True
LR0002787,T0002787,A00289,388.04,USD,2026-05-04,False
LR0002788,T0002788,A00350,317.16,USD,2026-04-17,True
LR0002789,T0002789,A00100,54.13,USD,2026-06-18,True
LR0002790,T0002790,A00327,105.56,USD,2026-04-08,True
LR0002791,T0002791,A00136,880.56,USD,2026-05-30,True
LR0002792,T0002792,A00309,835.21,USD,2026-04-21,True
LR0002793,T0002793,A00253,937.49,USD,2026-04-19,True
LR0002794,T0002794,A00079,148.02,USD,2026-05-09,True
LR0002795,T0002795,A00293,2831.15,USD,2026-06-18,True
LR0002796,T0002796,A00269,212.68,USD,2026-06-11,True
LR0002797,T0002797,A00343,514.13,USD,2026-04-24,True
LR0002798,T0002798,A00129,13203.44,USD,2026-06-06,True
LR0002799,T0002799,A00046,131.73,USD,2026-06-15,True
LR0002800,T0002800,A00189,739.55,USD,2026-06-16,True
LR0002801,T0002801,A00362,32.56,USD,2026-05-26,True
LR0002802,T0002802,A00058,160.93,USD,2026-05-02,True
LR0002803,T0002803,A00110,622.19,USD,2026-05-10,True
LR0002804,T0002804,A00196,113.77,USD,2026-06-25,True
LR0002805,T0002805,A00335,285.35,USD,2026-05-05,True
LR0002806,T0002806,A00376,371.19,USD,2026-06-22,True
LR0002807,T0002807,A00397,338.57,USD,2026-06-12,True
LR0002808,T0002808,A00269,12.34,USD,2026-05-17,True
LR0002809,T0002809,A00008,6244.64,USD,2026-05-08,True
LR0002810,T0002810,A00012,57.26,USD,2026-06-02,True
LR0002811,T0002811,A00395,87.63,USD,2026-05-18,True
LR0002812,T0002812,A00340,27.86,USD,2026-04-10,True
LR0002813,T0002813,A00242,64.02,USD,2026-06-06,True
LR0002814,T0002814,A00266,244.83,USD,2026-04-18,True
LR0002815,T0002815,A00126,1072.34,USD,2026-06-20,True
LR0002816,T0002816,A00173,109.74,USD,2026-05-27,True
LR0002817,T0002817,A00326,311.19,USD,2026-06-28,True
LR0002818,T0002818,A00175,402.72,USD,2026-04-12,True
LR0002819,T0002819,A00061,52.89,USD,2026-06-30,True
LR0002820,T0002820,A00307,18.94,USD,2026-05-10,True
LR0002821,T0002821,A00149,66.13,USD,2026-04-23,True
LR0002822,T0002822,A00107,1637.45,USD,2026-05-21,True
LR0002823,T0002823,A00140,81.8,USD,2026-06-04,True
LR0002824,T0002824,A00157,89.31,USD,2026-04-19,True
LR0002825,T0002825,A00289,400.35,USD,2026-04-28,True
LR0002826,T0002826,A00313,600.99,USD,2026-04-04,True
LR0002827,T0002827,A00306,49.48,USD,2026-06-12,True
LR0002828,T0002828,A00353,687.12,USD,2026-04-27,True
LR0002829,T0002829,A00110,485.4,USD,2026-06-13,True
LR0002830,T0002830,A00337,108.29,USD,2026-04-30,True
LR0002831,T0002831,A00273,17.65,USD,2026-05-05,True
LR0002832,T0002832,A00238,737.98,USD,2026-04-22,True
LR0002833,T0002833,A00049,395.37,USD,2026-04-24,True
LR0002834,T0002834,A00341,311.64,USD,2026-05-24,True
LR0002835,T0002835,A00376,34.58,USD,2026-05-21,True
LR0002836,T0002836,A00285,5780.32,USD,2026-04-24,True
LR0002837,T0002837,A00109,58.12,USD,2026-06-14,True
LR0002838,T0002838,A00332,111.32,USD,2026-05-17,True
LR0002839,T0002839,A00391,935.66,USD,2026-05-31,True
LR0002840,T0002840,A00110,274.99,USD,2026-04-12,True
LR0002841,T0002841,A00207,317.36,USD,2026-06-03,True
LR0002842,T0002842,A00027,44.83,USD,2026-04-15,True
LR0002843,T0002843,A00340,40.27,USD,2026-04-13,True
LR0002844,T0002844,A00389,416.17,USD,2026-06-22,True
LR0002845,T0002845,A00195,137.64,USD,2026-06-30,True
LR0002846,T0002846,A00293,3502.01,USD,2026-05-23,True
LR0002847,T0002847,A00376,47.63,USD,2026-05-25,True
LR0002848,T0002848,A00346,140.32,USD,2026-04-29,True
LR0002849,T0002849,A00033,323.98,USD,2026-04-16,True
LR0002850,T0002850,A00258,133.58,USD,2026-06-22,True
LR0002851,T0002851,A00115,82.13,USD,2026-05-22,True
LR0002852,T0002852,A00145,277.88,USD,2026-06-02,True
LR0002853,T0002853,A00261,4265.51,USD,2026-06-20,True
LR0002854,T0002854,A00194,101.55,USD,2026-05-31,True
LR0002855,T0002855,A00002,26.24,USD,2026-04-11,True
LR0002856,T0002856,A00281,546.54,USD,2026-05-03,True
LR0002857,T0002857,A00370,152.05,USD,2026-06-21,True
LR0002858,T0002858,A00249,59.94,USD,2026-06-24,True
LR0002859,T0002859,A00293,606.91,USD,2026-04-28,True
LR0002860,T0002860,A00011,492.89,USD,2026-04-16,True
LR0002861,T0002861,A00034,98.16,USD,2026-04-03,True
LR0002862,T0002862,A00263,24.84,USD,2026-05-26,True
LR0002863,T0002863,A00377,927.36,USD,2026-05-26,True
