settlement_row_id,txn_id,settle_amount,settled_at
SR0002653,T0002653,94.72,2026-04-23
SR0002654,T0002654,522.0,2026-05-08
SR0002655,T0002655,853.09,2026-05-08
SR0002656,T0002656,256.35,2026-06-10
SR0002657,T0002657,416.71,2026-04-03
SR0002658,T0002658,949.73,2026-06-21
SR0002659,T0002659,6.42,2026-05-03
SR0002660,T0002660,855.26,2026-05-18
SR0002661,T0002661,12.12,2026-06-04
SR0002662,T0002662,158.46,2026-06-02
SR0002663,T0002663,446.47,2026-05-24
SR0002664,T0002664,63.5,2026-05-28
SR0002665,T0002665,187.29,2026-04-24
SR0002666,T0002666,2.9,2026-04-23
SR0002667,T0002667,39.98,2026-05-10
SR0002668,T0002668,79.97,2026-04-13
SR0002669,T0002669,61.31,2026-05-25
SR0002670,T0002670,198.37,2026-04-17
SR0002671,T0002671,2729.43,2026-05-13
SR0002672,T0002672,807.96,2026-05-10
SR0002673,T0002673,853.38,2026-04-16
SR0002674,T0002674,466.97,2026-06-19
SR0002675,T0002675,33.32,2026-04-08
SR0002676,T0002676,1289.87,2026-05-30
SR0002677,T0002677,416.21,2026-04-22
SR0002678,T0002678,510.52,2026-05-21
SR0002679,T0002679,761.42,2026-05-10
SR0002680,T0002680,501.65,2026-05-13
SR0002681,T0002681,411.29,2026-05-14
SR0002682,T0002682,78.22,2026-06-18
SR0002683,T0002683,58.78,2026-05-27
SR0002684,T0002684,59.39,2026-06-05
SR0002685,T0002685,4.18,2026-06-06
SR0002686,T0002686,120.63,2026-04-17
SR0002687,T0002687,524.34,2026-06-08
SR0002688,T0002688,1182.73,2026-04-04
SR0002689,T0002689,88.94,2026-06-23
SR0002690,T0002690,213.07,2026-06-11
SR0002691,T0002691,121.02,2026-06-16
SR0002692,T0002692,338.47,2026-04-25
SR0002693,T0002693,36.4,2026-06-29
SR0002694,T0002694,117.97,2026-06-07
SR0002695,T0002695,80.77,2026-06-23
SR0002696,T0002696,604.81,2026-06-19
SR0002697,T0002697,22.75,2026-05-28
SR0002698,T0002698,420.55,2026-06-19
SR0002699,T0002699,910.34,2026-05-06
SR0002700,T0002700,32.83,2026-04-17
SR0002701,T0002701,103.99,2026-04-07
SR0002702,T0002702,77.03,2026-05-21
SR0002703,T0002703,2405.34,2026-04-24
SR0002704,T0002704,1759.73,2026-05-06
SR0002705,T0002705,958.37,2026-06-23
SR0002706,T0002706,469.14,2026-04-13
SR0002707,T0002707,918.69,2026-04-25
SR0002708,T0002708,614.68,2026-05-09
SR0002709,T0002709,2510.95,2026-04-27
SR0002710,T0002710,286.66,2026-07-01
SR0002711,T0002711,8.5,2026-05-25
SR0002712,T0002712,135.6,2026-05-07
SR0002713,T0002713,580.04,2026-05-13
SR0002714,T0002714,171.34,2026-06-25
SR0002715,T0002715,1432.16,2026-05-06
SR0002716,T0002716,83.82,2026-05-22
SR0002717,T0002717,953.83,2026-04-04
SR0002718,T0002718,34.85,2026-04-23
SR0002719,T0002719,432.68,2026-06-03
SR0002720,T0002720,86.99,2026-04-17
SR0002721,T0002721,41.59,2026-05-05
SR0002722,T0002722,249.28,2026-05-25
SR0002723,T0002723,49.33,2026-05-10
SR0002724,T0002724,795.33,2026-05-10
SR0002725,T0002725,163.27,2026-06-06
SR0002726,T0002726,308.19,2026-04-22
SR0002727,T0002727,250.72,2026-06-13
SR0002728,T0002728,595.54,2026-06-05
SR0002729,T0002729,102.18,2026-05-18
SR0002730,T0002730,1296.9,2026-05-11
SR0002731,T0002731,4731.04,2026-04-03
SR0002732,T0002732,57.35,2026-06-12
SR0002733,T0002733,2519.49,2026-04-17
SR0002734,T0002734,125.0,2026-06-12
SR0002735,T0002735,133.33,2026-04-06
SR0002737,T0002737,57.5,2026-04-16
SR0002738,T0002738,625.68,2026-05-20
SR0002739,T0002739,584.84,2026-05-10
SR0002740,T0002740,244.35,2026-06-23
SR0002741,T0002741,231.48,2026-06-27
SR0002742,T0002742,127.73,2026-04-24
SR0002743,T0002743,744.29,2026-06-05
SR0002744,T0002744,157.05,2026-06-03
SR0002745,T0002745,1283.98,2026-05-24
SR0002746,T0002746,1342.17,2026-04-20
SR0002747,T0002747,35.26,2026-05-25
SR0002748,T0002748,42.43,2026-06-21
SR0002749,T0002749,208.4,2026-04-08
SR0002750,T0002750,72.46,2026-05-01
SR0002751,T0002751,103.06,2026-05-29
SR0002752,T0002752,86.15,2026-04-08
SR0002753,T0002753,4011.94,2026-04-29
SR0002754,T0002754,1343.56,2026-04-12
SR0002755,T0002755,83.15,2026-05-10
SR0002756,T0002756,18.16,2026-04-11
SR0002757,T0002757,121.69,2026-05-30
SR0002758,T0002758,44.91,2026-06-10
SR0002759,T0002759,729.1,2026-05-03
SR0002760,T0002760,293.86,2026-05-17
SR0002761,T0002761,120.68,2026-06-02
SR0002762,T0002762,239.84,2026-04-05
SR0002763,T0002763,53.68,2026-04-27
SR0002764,T0002764,194.87,2026-06-22
SR0002765,T0002765,2654.08,2026-06-19
SR0002766,T0002766,103.33,2026-04-16
SR0002767,T0002767,310.58,2026-05-01
SR0002768,T0002768,90.24,2026-05-04
SR0002769,T0002769,88.2,2026-06-28
SR0002770,T0002770,862.31,2026-06-05
SR0002771,T0002771,47.71,2026-05-16
SR0002772,T0002772,209.16,2026-06-10
SR0002773,T0002773,78.99,2026-04-14
SR0002774,T0002774,1849.51,2026-04-05
SR0002775,T0002775,102.48,2026-06-18
SR0002776,T0002776,45.58,2026-06-27
SR0002777,T0002777,215.55,2026-05-30
SR0002778,T0002778,216.65,2026-05-08
SR0002779,T0002779,1251.74,2026-06-06
SR0002780,T0002780,125.43,2026-06-02
SR0002781,T0002781,488.46,2026-04-15
SR0002782,T0002782,66.53,2026-04-27
SR0002783,T0002783,1237.26,2026-06-22
SR0002784,T0002784,929.57,2026-04-15
SR0002785,T0002785,587.46,2026-05-22
SR0002786,T0002786,868.22,2026-04-19
SR0002787,T0002787,388.04,2026-05-04
SR0002788,T0002788,317.16,2026-04-17
SR0002789,T0002789,54.13,2026-06-18
SR0002790,T0002790,105.56,2026-04-08
SR0002791,T0002791,880.56,2026-05-30
SR0002792,T0002792,835.21,2026-04-21
SR0002793,T0002793,937.49,2026-04-19
SR0002794,T0002794,148.02,2026-05-09
SR0002795,T0002795,2831.15,2026-06-18
SR0002796,T0002796,212.68,2026-06-11
SR0002797,T0002797,514.13,2026-04-24
SR0002798,T0002798,13203.44,2026-06-06
SR0002799,T0002799,131.73,2026-06-15
SR0002800,T0002800,739.55,2026-06-16
SR0002801,T0002801,32.56,2026-05-26
SR0002802,T0002802,160.93,2026-05-02
SR0002803,T0002803,622.19,2026-05-10
SR0002804,T0002804,113.77,2026-06-25
SR0002805,T0002805,285.35,2026-05-05
SR0002806,T0002806,371.19,2026-06-22
SR0002807,T0002807,338.57,2026-06-12
SR0002808,T0002808,12.34,2026-05-17
SR0002809,T0002809,6244.64,2026-05-08
SR0002810,T0002810,57.26,2026-06-02
SR0002811,T0002811,87.63,2026-05-18
SR0002812,T0002812,27.86,2026-04-10
SR0002813,T0002813,64.02,2026-06-06
SR0002814,T0002814,244.83,2026-04-18
SR0002815,T0002815,1072.34,2026-06-20
SR0002816,T0002816,109.74,2026-05-27
SR0002817,T0002817,311.19,2026-06-28
SR0002818,T0002818,402.72,2026-04-12
SR0002819,T0002819,52.89,2026-06-30
SR0002820,T0002820,18.94,2026-05-10
SR0002821,T0002821,66.13,2026-04-23
SR0002822,T0002822,1637.45,2026-05-21
SR0002823,T0002823,81.8,2026-06-04
SR0002824,T0002824,89.31,2026-04-19
SR0002825,T0002825,400.35,2026-04-28
SR0002826,T0002826,600.99,2026-04-04
SR0002827,T0002827,49.48,2026-06-12
SR0002828,T0002828,687.12,2026-04-27
SR0002829,T0002829,485.4,2026-06-13
SR0002830,T0002830,108.29,2026-04-30
SR0002831,T0002831,17.65,2026-05-05
SR0002832,T0002832,737.98,2026-04-22
SR0002833,T0002833,395.37,2026-04-24
SR0002834,T0002834,311.64,2026-05-24
SR0002835,T0002835,34.58,2026-05-21
SR0002836,T0002836,5780.32,2026-04-24
SR0002837,T0002837,58.12,2026-06-14
SR0002838,T0002838,111.32,2026-05-17
SR0002839,T0002839,935.66,2026-05-31
SR0002840,T0002840,274.99,2026-04-12
SR0002841,T0002841,317.36,2026-06-03
SR0002842,T0002842,44.83,2026-04-15
SR0002843,T0002843,40.27,2026-04-13
SR0002844,T0002844,416.17,2026-06-22
SR0002845,T0002845,137.64,2026-06-30
SR0002846,T0002846,3502.01,2026-05-23
SR0002847,T0002847,47.63,2026-05-25
SR0002848,T0002848,140.32,2026-04-29
SR0002849,T0002849,323.98,2026-04-16
SR0002850,T0002850,133.58,2026-06-22
SR0002851,T0002851,82.13,2026-05-22
SR0002852,T0002852,277.88,2026-06-02
SR0002853,T0002853,4265.51,2026-06-20
SR0002854,T0002854,101.55,2026-05-31
SR0002855,T0002855,26.24,2026-04-11
SR0002856,T0002856,546.54,2026-05-03
SR0002857,T0002857,152.05,2026-06-21
SR0002858,T0002858,59.94,2026-06-24
SR0002859,T0002859,606.91,2026-04-28
SR0002860,T0002860,492.89,2026-04-16
SR0002861,T0002861,98.16,2026-04-03
SR0002862,T0002862,24.84,2026-05-26
SR0002863,T0002863,927.36,2026-05-26
SR0002864,T0002864,98.54,2026-07-01
SR0002865,T0002865,372.41,2026-05-16
SR0002866,T0002866,213.59,2026-04-09
SR0002867,T0002867,525.14,2026-06-25
SR0002868,T0002868,360.02,2026-05-07
SR0002869,T0002869,1634.51,2026-06-23
SR0002870,T0002870,656.27,2026-06-16
SR0002871,T0002871,16.64,2026-05-02
SR0002872,T0002872,159.56,2026-04-17
SR0002873,T0002873,322.33,2026-06-15
SR0002874,T0002874,150.66,2026-04-19
SR0002875,T0002875,1393.1,2026-06-20
SR0002876,T0002876,505.24,2026-04-15
SR0002877,T0002877,18.69,2026-04-12
SR0002878,T0002878,159.61,2026-05-10
SR0002879,T0002879,277.42,2026-04-13
SR0002880,T0002880,87.72,2026-05-09
SR0002881,T0002881,696.64,2026-06-28
SR0002882,T0002882,584.01,2026-04-16
SR0002883,T0002883,462.47,2026-06-19
SR0002884,T0002884,747.69,2026-05-06
SR0002885,T0002885,1753.99,2026-06-13
SR0002886,T0002886,858.99,2026-07-01
SR0002887,T0002887,834.63,2026-04-20
SR0002888,T0002888,263.25,2026-05-02
SR0002889,T0002889,120.0,2026-05-16
SR0002890,T0002890,4740.04,2026-04-07
SR0002891,T0002891,482.72,2026-06-02
SR0002892,T0002892,70.06,2026-05-15
SR0002893,T0002893,242.5,2026-04-27
SR0002894,T0002894,165.78,2026-06-18
SR0002895,T0002895,861.48,2026-04-08
SR0002896,T0002896,174.42,2026-04-03
SR0002897,T0002897,31.27,2026-04-17
SR0002898,T0002898,613.67,2026-05-20
SR0002899,T0002899,128.09,2026-05-14
SR0002900,T0002900,10.7,2026-06-01
SR0002901,T0002901,961.72,2026-05-21
SR0002902,T0002902,43.07,2026-04-12
SR0002903,T0002903,67.72,2026-05-24
SR0002904,T0002904,302.57,2026-05-01
SR0002905,T0002905,329.1,2026-06-07
SR0002906,T0002906,126.47,2026-05-23
SR0002907,T0002907,450.88,2026-04-28
SR0002908,T0002908,874.11,2026-05-29
SR0002909,T0002909,74.53,2026-05-31
SR0002910,T0002910,299.25,2026-04-12
SR0002911,T0002911,324.57,2026-04-11
SR0002912,T0002912,1443.36,2026-06-03
SR0002913,T0002913,363.29,2026-06-20
SR0002914,T0002914,20.41,2026-05-22
SR0002915,T0002915,6814.97,2026-05-06
SR0002916,T0002916,313.36,2026-05-26
SR0002917,T0002917,382.83,2026-06-26
SR0002918,T0002918,230.23,2026-04-05
SR0002919,T0002919,391.43,2026-06-14
SR0002920,T0002920,484.47,2026-04-13
SR0002921,T0002921,787.01,2026-05-16
SR0002922,T0002922,214.71,2026-04-30
SR0002923,T0002923,9.4,2026-04-22
SR0002924,T0002924,143.78,2026-05-10
SR0002925,T0002925,196.75,2026-04-04
SR0002926,T0002926,101.32,2026-05-17
SR0002927,T0002927,57.93,2026-04-25
SR0002928,T0002928,135.16,2026-06-22
SR0002929,T0002929,876.5,2026-04-12
SR0002930,T0002930,410.59,2026-04-12
SR0002931,T0002931,39.7,2026-06-26
SR0002932,T0002932,22.68,2026-04-05
SR0002933,T0002933,22.26,2026-06-10
SR0002934,T0002934,370.31,2026-04-26
SR0002935,T0002935,31.84,2026-04-06
SR0002936,T0002936,232.38,2026-06-06
SR0002937,T0002937,652.85,2026-04-26
SR0002938,T0002938,455.54,2026-05-27
SR0002939,T0002939,160.9,2026-04-28
SR0002940,T0002940,2302.76,2026-04-19
SR0002941,T0002941,110.85,2026-06-10
SR0002942,T0002942,314.22,2026-04-17
SR0002943,T0002943,151.98,2026-05-05
SR0002944,T0002944,197.14,2026-06-04
SR0002945,T0002945,820.56,2026-04-17
SR0002946,T0002946,695.67,2026-05-01
SR0002947,T0002947,20.45,2026-06-27
SR0002948,T0002948,61.52,2026-04-08
SR0002949,T0002949,826.32,2026-05-10
SR0002950,T0002950,41.47,2026-04-26
SR0002951,T0002951,62.6,2026-05-29
SR0002952,T0002952,419.78,2026-05-26
SR0002953,T0002953,1010.56,2026-05-31
SR0002954,T0002954,847.57,2026-05-17
SR0002955,T0002955,27.16,2026-04-21
SR0002956,T0002956,177.08,2026-04-23
SR0002957,T0002957,152.06,2026-05-13
SR0002958,T0002958,111.72,2026-06-29
SR0002959,T0002959,28.55,2026-06-25
SR0002960,T0002960,1757.42,2026-04-14
SR0002961,T0002961,220.7,2026-04-04
SR0002962,T0002962,66.01,2026-06-18
SR0002963,T0002963,427.99,2026-05-16
SR0002964,T0002964,204.19,2026-04-12
SR0002965,T0002965,837.79,2026-06-29
SR0002966,T0002966,130.18,2026-04-03
SR0002967,T0002967,140.88,2026-06-17
SR0002968,T0002968,269.21,2026-06-27
SR0002969,T0002969,682.32,2026-05-17
SR0002970,T0002970,66.02,2026-04-06
SR0002971,T0002971,36.74,2026-04-23
SR0002972,T0002972,533.79,2026-06-11
SR0002973,T0002973,387.72,2026-05-07
SR0002974,T0002974,281.1,2026-05-21
SR0002975,T0002975,294.2,2026-05-22
SR0002976,T0002976,273.51,2026-06-24
SR0002977,T0002977,1734.92,2026-06-03
SR0002978,T0002978,351.75,2026-06-11
SR0002979,T0002979,199.88,2026-04-04
SR0002980,T0002980,61.53,2026-06-09
SR0002981,T0002981,153.42,2026-04-15
SR0002982,T0002982,571.8,2026-06-15
SR0002983,T0002983,742.91,2026-06-27
SR0002984,T0002984,33.97,2026-04-16
SR0002985,T0002985,910.4,2026-05-18
SR0002986,T0002986,222.28,2026-04-05
SR0002987,T0002987,7095.76,2026-06-16
SR0002988,T0002988,1446.2,2026-06-04
SR0002989,T0002989,203.14,2026-04-04
SR0002990,T0002990,50.99,2026-04-26
SR0002991,T0002991,61.56,2026-06-14
SR0002992,T0002992,123.02,2026-06-18
SR0002993,T0002993,3206.58,2026-05-24
SR0002994,T0002994,167.72,2026-04-07
SR0002995,T0002995,349.45,2026-06-22
SR0002996,T0002996,210.7,2026-04-30
SR0002997,T0002997,195.51,2026-06-18
SR0002998,T0002998,142.94,2026-04-30
SR0002999,T0002999,1987.29,2026-04-18
SR0003000,T0003000,860.4,2026-06-09
SR0003001,T0003001,34.77,2026-05-01
SR0003002,T0003002,25.3,2026-05-15
SR0003003,T0003003,800.4,2026-06-26
SR0003004,T0003004,1160.56,2026-05-26
SR0003005,T0003005,70.5,2026-04-24
SR0003006,T0003006,140.85,2026-04-14
SR0003007,T0003007,1202.32,2026-04-18
SR0003008,T0003008,631.31,2026-05-03
SR0003009,T0003009,259.82,2026-04-29
SR0003010,T0003010,577.59,2026-06-06
SR0003011,T0003011,183.56,2026-05-02
SR0003012,T0003012,147.83,2026-06-22
SR0003013,T0003013,1162.06,2026-06-13
SR0003014,T0003014,103.18,2026-04-20
SR0003015,T0003015,135.7,2026-06-08
SR0003016,T0003016,2822.0,2026-06-26
SR0003017,T0003017,78.66,2026-06-16
SR0003018,T0003018,2700.35,2026-05-21
SR0003019,T0003019,335.81,2026-05-15
SR0003020,T0003020,264.09,2026-05-04
SR0003021,T0003021,544.18,2026-05-11
SR0003022,T0003022,848.93,2026-05-08
SR0003023,T0003023,1768.22,2026-06-17
SR0003024,T0003024,191.62,2026-06-21
SR0003025,T0003025,489.32,2026-06-02
SR0003026,T0003026,140.37,2026-05-04
SR0003027,T0003027,121.96,2026-05-15
SR0003028,T0003028,310.92,2026-06-10
SR0003029,T0003029,734.18,2026-04-23
SR0003030,T0003030,72.17,2026-05-12
SR0003031,T0003031,28.01,2026-04-20
SR0003032,T0003032,62.65,2026-06-09
SR0003033,T0003033,133.87,2026-04-23
SR0003034,T0003034,1586.21,2026-05-28
SR0003035,T0003035,80.44,2026-06-18
SR0003036,T0003036,524.76,2026-04-25
SR0003037,T0003037,1281.09,2026-04-14
SR0003038,T0003038,89.04,2026-06-09
SR0003039,T0003039,1757.16,2026-06-29
SR0003040,T0003040,586.67,2026-04-16
SR0003041,T0003041,67.48,2026-05-13
SR0003042,T0003042,150.78,2026-05-22
SR0003043,T0003043,86.26,2026-06-07
SR0003044,T0003044,182.06,2026-04-03
SR0003045,T0003045,455.25,2026-06-06
SR0003046,T0003046,104.7,2026-05-08
SR0003047,T0003047,436.75,2026-06-12
SR0003048,T0003048,333.88,2026-06-17
SR0003049,T0003049,58.85,2026-05-20
SR0003050,T0003050,439.65,2026-04-25
SR0003051,T0003051,1173.74,2026-06-27
SR0003052,T0003052,186.59,2026-05-08
SR0003053,T0003053,731.21,2026-06-12
SR0003054,T0003054,62.29,2026-06-21
SR0003055,T0003055,2254.8,2026-04-05
SR0003056,T0003056,610.56,2026-06-25
SR0003057,T0003057,701.44,2026-06-16
SR0003058,T0003058,103.72,2026-04-18
SR0003059,T0003059,704.09,2026-06-22
SR0003060,T0003060,467.67,2026-05-19
SR0003061,T0003061,741.68,2026-06-04
SR0003062,T0003062,1620.48,2026-04-30
SR0003063,T0003063,132.81,2026-04-14
SR0003064,T0003064,1619.95,2026-05-17
SR0003065,T0003065,765.02,2026-06-18
SR0003066,T0003066,51.02,2026-04-18
SR0003067,T0003067,2670.1,2026-04-18
SR0003068,T0003068,126.58,2026-06-17
SR0003069,T0003069,354.78,2026-06-28
SR0003070,T0003070,376.95,2026-06-22
SR0003071,T0003071,70.22,2026-05-25
SR0003072,T0003072,900.83,2026-05-27
SR0003073,T0003073,145.4,2026-04-08
SR0003074,T0003074,45.07,2026-05-16
SR0003075,T0003075,85.33,2026-04-03
SR0003076,T0003076,21.23,2026-05-07
SR0003077,T0003077,41.59,2026-04-03
SR0003078,T0003078,1075.05,2026-06-10
SR0003079,T0003079,31.5,2026-04-26
SR0003080,T0003080,434.92,2026-04-24
SR0003081,T0003081,118.98,2026-04-16
SR0003082,T0003082,1221.18,2026-04-26
SR0003083,T0003083,261.19,2026-06-05
SR0003084,T0003084,49.84,2026-05-18
SR0003085,T0003085,609.83,2026-06-03
SR0003086,T0003086,157.3,2026-05-20
SR0003087,T0003087,686.59,2026-05-15
SR0003088,T0003088,423.23,2026-04-28
SR0003089,T0003089,61.24,2026-06-15
SR0003090,T0003090,223.9,2026-04-03
SR0003091,T0003091,120.74,2026-06-01
SR0003092,T0003092,186.87,2026-05-28
SR0003093,T0003093,221.14,2026-05-13
SR0003094,T0003094,28.8,2026-06-07
SR0003095,T0003095,407.04,2026-05-24
SR0003096,T0003096,168.68,2026-05-19
SR0003097,T0003097,44.89,2026-06-27
SR0003098,T0003098,52.57,2026-06-09
SR0003099,T0003099,23.5,2026-06-29
SR0003100,T0003100,4103.8,2026-06-26
SR0003101,T0003101,255.39,2026-04-05
SR0003102,T0003102,449.6,2026-04-07
SR0003103,T0003103,2006.88,2026-05-18
SR0003104,T0003104,12230.24,2026-05-31
SR0003105,T0003105,98.93,2026-05-08
SR0003106,T0003106,128.86,2026-05-17
SR0003107,T0003107,65.36,2026-04-14
SR0003108,T0003108,216.37,2026-06-22
SR0003109,T0003109,21.28,2026-04-06
SR0003110,T0003110,1669.22,2026-04-26
SR0003111,T0003111,539.52,2026-04-08
SR0003112,T0003112,200.54,2026-05-19
SR0003113,T0003113,34.63,2026-04-28
SR0003114,T0003114,2010.88,2026-06-15
SR0003115,T0003115,144.57,2026-04-23
SR0003116,T0003116,3054.11,2026-06-08
SR0003117,T0003117,176.55,2026-07-01
SR0003118,T0003118,298.17,2026-05-07
SR0003119,T0003119,46.87,2026-06-07
SR0003120,T0003120,1459.32,2026-04-15
SR0003121,T0003121,25.88,2026-06-13
SR0003122,T0003122,799.11,2026-06-22
SR0003123,T0003123,1862.52,2026-06-04
SR0003124,T0003124,26.27,2026-06-15
SR0003125,T0003125,994.2,2026-04-12
SR0003126,T0003126,2024.6,2026-04-15
SR0003127,T0003127,494.89,2026-05-08
SR0003128,T0003128,658.46,2026-04-27
SR0003129,T0003129,462.8,2026-06-11
SR0003130,T0003130,297.04,2026-04-09
SR0003131,T0003131,64.42,2026-04-23
SR0003132,T0003132,250.59,2026-06-17
SR0003133,T0003133,176.93,2026-05-17
SR0003134,T0003134,3747.34,2026-05-03
SR0003135,T0003135,246.22,2026-06-21
SR0003136,T0003136,258.69,2026-06-11
SR0003137,T0003137,352.37,2026-06-26
SR0003138,T0003138,508.52,2026-06-04
SR0003139,T0003139,91.4,2026-06-22
SR0003140,T0003140,1023.93,2026-05-14
SR0003141,T0003141,241.57,2026-06-19
SR0003142,T0003142,756.29,2026-05-28
SR0003143,T0003143,76.43,2026-06-09
SR0003144,T0003144,223.53,2026-05-11
SR0003145,T0003145,2168.76,2026-05-26
SR0003146,T0003146,4386.82,2026-05-28
SR0003147,T0003147,691.3,2026-05-20
SR0003148,T0003148,56.56,2026-04-25
SR0003149,T0003149,20.55,2026-04-26
SR0003150,T0003150,690.71,2026-06-10
SR0003151,T0003151,4340.02,2026-04-16
SR0003152,T0003152,157.47,2026-06-25
SR0003153,T0003153,207.95,2026-05-12
SR0003154,T0003154,398.95,2026-04-22
SR0003155,T0003155,9195.63,2026-04-24
SR0003156,T0003156,354.4,2026-04-12
SR0003157,T0003157,363.03,2026-05-30
SR0003158,T0003158,161.39,2026-04-18
SR0003159,T0003159,317.18,2026-04-11
SR0003160,T0003160,1331.8,2026-05-22
SR0003161,T0003161,110.61,2026-05-15
SR0003162,T0003162,1044.52,2026-05-23
SR0003163,T0003163,1109.75,2026-06-01
SR0003164,T0003164,90.39,2026-06-04
SR0003165,T0003165,837.8,2026-06-13
SR0003166,T0003166,4876.58,2026-05-20
SR0003167,T0003167,49.6,2026-04-06
SR0003168,T0003168,222.69,2026-06-28
SR0003169,T0003169,392.99,2026-06-18
SR0003170,T0003170,470.61,2026-05-02
SR0003171,T0003171,72.42,2026-04-25
SR0003172,T0003172,47.38,2026-04-29
SR0003173,T0003173,97.2,2026-06-08
SR0003174,T0003174,314.08,2026-04-19
SR0003175,T0003175,141.61,2026-07-01
SR0003176,T0003176,922.43,2026-05-04
SR0003177,T0003177,1483.26,2026-04-05
SR0003178,T0003178,81.91,2026-06-15
SR0003179,T0003179,434.66,2026-04-04
SR0003180,T0003180,313.39,2026-04-15
SR0003181,T0003181,9614.02,2026-06-06
SR0003182,T0003182,150.76,2026-05-29
SR0003183,T0003183,484.3,2026-06-08
SR0003184,T0003184,4453.86,2026-05-05
SR0003185,T0003185,16.78,2026-04-21
SR0003186,T0003186,2158.75,2026-06-12
SR0003187,T0003187,114.98,2026-05-01
SR0003188,T0003188,35.68,2026-05-26
SR0003189,T0003189,423.27,2026-06-12
SR0003190,T0003190,362.72,2026-05-06
SR0003191,T0003191,648.69,2026-05-21
SR0003192,T0003192,784.97,2026-05-03
SR0003193,T0003193,235.65,2026-05-04
SR0003194,T0003194,3207.32,2026-06-04
SR0003195,T0003195,1926.21,2026-06-02
SR0003196,T0003196,515.45,2026-05-09
SR0003197,T0003197,453.27,2026-06-21
SR0003198,T0003198,1441.41,2026-07-01
SR0003199,T0003199,292.52,2026-06-24
SR0003200,T0003200,49.28,2026-05-09
SR0003201,T0003201,237.78,2026-04-27
SR0003202,T0003202,171.87,2026-04-11
SR0003203,T0003203,335.13,2026-04-23
SR0003204,T0003204,52.79,2026-05-15
SR0003205,T0003205,63.44,2026-04-29
SR0003206,T0003206,1387.09,2026-05-23
SR0003207,T0003207,307.67,2026-04-15
SR0003208,T0003208,187.35,2026-05-20
SR0003209,T0003209,152.99,2026-04-13
SR0003210,T0003210,224.62,2026-06-24
SR0003211,T0003211,354.37,2026-05-27
SR0003212,T0003212,27.65,2026-05-25
SR0003213,T0003213,160.34,2026-05-28
SR0003214,T0003214,370.15,2026-04-18
SR0003215,T0003215,228.32,2026-05-27
SR0003216,T0003216,24.51,2026-04-08
SR0003217,T0003217,290.92,2026-05-27
SR0003218,T0003218,267.44,2026-06-15
SR0003219,T0003219,106.48,2026-04-06
SR0003220,T0003220,77.1,2026-04-30
SR0003221,T0003221,372.45,2026-05-16
SR0003222,T0003222,328.41,2026-05-17
SR0003223,T0003223,540.1,2026-05-26
SR0003224,T0003224,5197.13,2026-04-08
SR0003225,T0003225,631.4,2026-04-15
SR0003226,T0003226,102.34,2026-05-22
SR0003227,T0003227,1641.79,2026-04-28
SR0003228,T0003228,198.43,2026-06-12
SR0003229,T0003229,199.49,2026-05-26
SR0003230,T0003230,79.9,2026-06-27
SR0003231,T0003231,631.01,2026-06-02
SR0003232,T0003232,185.95,2026-04-25
SR0003233,T0003233,977.47,2026-05-30
SR0003234,T0003234,650.45,2026-04-28
SR0003235,T0003235,88.07,2026-04-04
SR0003236,T0003236,75.65,2026-04-09
SR0003237,T0003237,405.56,2026-05-31
SR0003238,T0003238,1639.22,2026-06-26
SR0003239,T0003239,1269.03,2026-04-11
SR0003240,T0003240,2429.83,2026-04-04
SR0003241,T0003241,364.55,2026-04-08
SR0003242,T0003242,1035.27,2026-06-15
SR0003243,T0003243,1432.03,2026-06-25
SR0003244,T0003244,4868.71,2026-05-12
SR0003245,T0003245,521.57,2026-05-05
SR0003246,T0003246,173.75,2026-05-12
SR0003247,T0003247,1502.37,2026-06-27
SR0003248,T0003248,46.82,2026-06-28
SR0003249,T0003249,1361.32,2026-05-29
SR0003250,T0003250,1965.12,2026-05-06
SR0003251,T0003251,1247.89,2026-06-10
SR0003252,T0003252,80.81,2026-06-01
SR0003253,T0003253,412.1,2026-05-09
SR0003254,T0003254,1388.6,2026-04-17
SR0003255,T0003255,631.88,2026-05-15
SR0003256,T0003256,318.84,2026-05-15
SR0003257,T0003257,408.82,2026-06-09
SR0003258,T0003258,22596.56,2026-06-25
SR0003259,T0003259,75.52,2026-04-30
SR0003260,T0003260,51.16,2026-05-12
SR0003261,T0003261,80.75,2026-06-15
SR0003262,T0003262,5957.51,2026-04-06
SR0003263,T0003263,829.22,2026-05-21
SR0003264,T0003264,138.3,2026-04-19
SR0003265,T0003265,6847.47,2026-06-05
SR0003266,T0003266,61.41,2026-04-25
SR0003267,T0003267,131.59,2026-06-13
SR0003268,T0003268,57.76,2026-04-11
SR0003269,T0003269,332.65,2026-04-24
SR0003270,T0003270,579.92,2026-04-29
SR0003271,T0003271,368.83,2026-05-29
SR0003272,T0003272,1602.07,2026-06-17
SR0003273,T0003273,171.31,2026-05-05
SR0003274,T0003274,200.83,2026-05-29
SR0003275,T0003275,457.33,2026-05-03
SR0003276,T0003276,3917.84,2026-06-23
SR0003277,T0003277,571.94,2026-06-08
SR0003278,T0003278,199.68,2026-05-18
SR0003279,T0003279,918.66,2026-05-14
SR0003280,T0003280,221.49,2026-06-09
SR0003281,T0003281,427.11,2026-05-19
SR0003282,T0003282,232.83,2026-04-28
SR0003283,T0003283,53.71,2026-06-30
